wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0001330383,Slope above a small stream.,Habitat,Chong F.Y. et al.,,2320,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825194,"Lowland mixed dipterocarp forest, particularly common on banks above rivers at low elevations but also widespread and collected from rocky areas, ultramafic soils (Gunung Nicola) and lower montane forest to 800 m elevation; elsewhere in deep shade at the base of limestone hills at about 100 m elevation.",Habitat,Chong F.Y. et al.,,2327,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825194,"Lowland mixed dipterocarp forest. Previously, it was known only from limestone hills along the Kinabatangan River (Kiew, 1998).",Habitat,"Repin R., Sampang K. & Limbawang S.",,2541,CC0 1.0 Universal (CC0 1.0),"Repin R., Sampang K. & Limbawang S. 2015, Begonia (Begoniaceae) from Tawau Hills Park, Sabah, Malaysia, including Ten New Species, Sandakania. Vol.20 , pp.165-204 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330385,"Not common, on slopes or in flat alluvial forest, sometimes slightly raised above the leaf litter on banks or on tree roots at 300–660 m elevation.",Habitat,Chong F.Y. et al.,,2328,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330387,"Quite common in DVCA, in lowland mixed dipterocarp forest in deep shade at 150–350 m elevation, on moist banks, sometimes close to streams.",Habitat,Chong F.Y. et al.,,2332,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039734,"Locally common, in deep shade on banks in lowland dipterocarp forest with hardly any leaf litter, often on raised roots, on wet rocks along the river at 200–500 m elevation.",Habitat,Chong F.Y. et al.,,2336,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039776,Base of the tree in alluvial forest at 166 m elevation.,Habitat,Chong F.Y. et al.,,2340,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330388,"Lowland mixed dipterocarp forest or submontane forest to 500–900 m elevation, on sandstone rocks in forest. Only one population was seen, where it was abundant and covered the vertical rock face 3–4 m high.",Habitat,Chong F.Y. et al.,,2344,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824324,"Grows at 240–300 m elevation according to Ridley (1906), which separates it from B. pubescens that is recorded from higher altitudes above 500 m elevation. It grows on mossy sandstone rocks by waterfall, in seasonal streams and about 10 m from stream bank at 58–428 m elevation.",Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2348,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824506,"Lowland mixed dipterocarp forest, riverbank and at base of limestone hills in light shade.",Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2358,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824506,"Lowland mixed dipterocarp forest, on river banks or at the base of limestone hills in light shade.",Habitat,"Yiing L.C., Sang J. & Kiew R.",,3962,CC0 1.0 Universal (CC0 1.0),"Yiing L.C., Sang J. & Kiew R. 2018, Begonia species (Begoniaceae) from Gunung Penrissen, Sarawak, Borneo, including two new species and a new subspecies, Phytotaxa. Vol.381(1) , pp.012-021 (https://doi.org/10.11646/phytotaxa.381.1.5)",https://doi.org/10.11646/phytotaxa.381.1.5
wfo-1000039684,Lowland mixed dipterocarp forest growing by seasonal streams or on the edge of forest on semi-exposed gentle slopes at 36 m elevation.,Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2359,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000822291,"Lowland mixed dipterocarp forest, on riverbanks and on the slopes up to limestone hills, also on limestone screes, rubble or rocks at 65–280 m altitude.",Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2365,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825221,Lowland to hill mixed dipterocarp forests on very steep slopes and above rocky stream bank at 35–497 m elevation. Ridley (1906) noted that this species was common in woods in Kuching.,Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2370,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825234,"On sandstone cliff faces at 540 m elevation. According to Ridley (1906), the species is abundant in Matang at 548 m elevation.",Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2375,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825954,Hill forest on large mossy sandstone boulders in deep shaded area above 650 m elevation. Very localised.,Habitat,"Sang J., Kiew R., Yiing L.C. & Geri C.",,2380,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R., Yiing L.C. & Geri C. 2015, Begonia (Begoniaceae) from Kubah National Park and Environs, Sarawak, Borneo, including a New Species, Sandakania. Vol.20 , pp.87-108 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330389,Riparian forest at 586 m elevation.,Habitat,Sang J. & Ling C.Y.,,2385,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344812,Riparian forest on mossy sandstone boulders in shaded and consistently wet areas near waterfalls or near streams at 480–554 m elevation.,Habitat,Sang J. & Ling C.Y.,,2389,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344813,Stream bank with mossy boulders at 479–590 m elevation.,Habitat,Sang J. & Ling C.Y.,,2394,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039698,On riverbanks with sandy clay soil at 480–561 m elevation.,Habitat,Sang J. & Ling C.Y.,,2397,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039720,Riparian forest with mossy boulders and rocky banks at 522–567 m elevation.,Habitat,Sang J. & Ling C.Y.,,2401,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344827,"Riparian on shaded riverbanks, near waterfalls with large boulders or in hill forest near streams at 514–574 m elevation.",Habitat,Sang J. & Ling C.Y.,,2405,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344828,Riparian or mixed dipterocarp forests near small creeks at 490–820 m elevation.,Habitat,Sang J. & Ling C.Y.,,2409,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039778,Deeply shaded mossy rock surfaces or mossy steep slopes at 541–589 m elevation.,Habitat,Sang J. & Ling C.Y.,,2413,CC0 1.0 Universal (CC0 1.0),"Sang J. & Ling C.Y. 2015, Eight New Species of Begonia (Begoniaceae) from Murum Dam, Sarawak, Borneo, Sandakania. Vol.20 , pp.107-128 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039572,On very rocky steep slopes covered with thick leaf litter or in shaded areas on steep slopes in mixed dipterocarp forest at 168 m elevation.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,2417,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344830,Shaded areas along rivers in lowland forest below 100 m elevation.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,2425,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344831,"On steep earth banks in lowland mixed dipterocarp forest with thin vegetation, at 200–350 m elevation.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,2429,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344832,Growing on low vertical mudstone cliff faces in a deeply shaded narrow gorge at the headwaters of a small stream at 100 m elevation. Locally common.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,2433,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344833,Growing on sandstone cliff faces in pockets of soil in lightly shaded areas.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,2437,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039670,On very rocky steep slopes covered with thick leaf litter.,Habitat,"Sang J., Kiew R. & Yiing L.C.",,2441,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344834,"Lowland mixed dipterocarp forest below 500 m elevation, on rocky sandstone slopes in deeply shaded areas.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,2445,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039763,"In lowland mixed dipterocarp forest at elevations below 100 m. Growing near a waterfall in a consistently humid and wet area, on a thin layer of moss on wet rock surface and also on thick layers of leaf litter.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,2449,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001344835,"Growing on rocky cliffs, near riverbanks or waterfalls and on steep to gentle earth slopes in semi-shaded area at 120 m elevation.",Habitat,"Sang J., Kiew R. & Yiing L.C.",,2453,CC0 1.0 Universal (CC0 1.0),"Sang J., Kiew R. & Yiing L.C. 2015, A Decade of Begonia (Begoniaceae) from Sarawak, Borneo, Sandakania. Vol.20 , pp.129-154 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
