WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000917225,Endemic to Madagascar,MG,Crinum pronkii,species,Lehmiller,Amaryllidaceae,"Herbertia 63: 124–127, f. 1–9. 2009. (Herbertia) ",http://www.tropicos.org/Name/100356946?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000764655,Endemic to Madagascar,MG,Crinum razafindratsiraea,species,Lehmiller,Amaryllidaceae,"Herbertia 55: 131, f. 1–4. 2000. (Herbertia) ",http://www.tropicos.org/Name/50206905?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000764746,Endemic to Madagascar,MG,Crinum xerophilum,species,H. Perrier ex Lehmiller,Amaryllidaceae,"Herbertia 56: 94–95, f. 1–3. 2001. (Herbertia) ",http://www.tropicos.org/Name/50227130?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000788479,Endemic to Madagascar,MG,Crocosmia ambongensis,species,(H. Perrier) Goldblatt & J.C. Manning,Iridaceae,"Bulletin du Muséum National d'Histoire Naturelle, Section B, Adansonia. sér. 4, Botanique Phytochimie 12: 63. 1990. (Bull. Mus. Natl. Hist. Nat., B, Adansonia, sér. 4) ",http://www.tropicos.org/Name/16602739?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626302,Endemic to Madagascar,MG,Crossandra acutiloba,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 397–398, f. 2(A–F), map 1. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098738?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626304,Endemic to Madagascar,MG,Crossandra albolineata,species,Benoist,Acanthaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 4: 716. 1932. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/101392?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626307,Endemic to Madagascar,MG,Crossandra armandii,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 14: 2. 1950. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101380?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626311,Endemic to Madagascar,MG,Crossandra benoistii,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 397, f. 2(G–M), map 1. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50091591?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626316,Endemic to Madagascar,MG,Crossandra cinnabarina,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 409–411, f. 5, map 6. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098766?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626320,Endemic to Madagascar,MG,Crossandra cloiselii,species,S. Moore,Acanthaceae,"Journal of Botany, British and Foreign 44: 152. 1906. (J. Bot.) ",http://www.tropicos.org/Name/101501?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626326,Endemic to Madagascar,MG,Crossandra douillotii,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 14: 2. 1950. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101379?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626330,Endemic to Madagascar,MG,Crossandra flavicaulis,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 388–390, f. 1, map 3. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098730?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626336,Endemic to Madagascar,MG,Crossandra grandidieri,species,(Baill.) Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 2: 147. 1911. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101374?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626341,Endemic to Madagascar,MG,Crossandra humbertii,species,Benoist,Acanthaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 4: 713. 1932. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/101378?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626350,Endemic to Madagascar,MG,Crossandra isaloensis,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 403, f. 4, map 2. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098755?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626357,Endemic to Madagascar,MG,Crossandra longehirsuta,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 395–397, f. 2(N–T), map 5. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098734?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626358,Endemic to Madagascar,MG,Crossandra longipes,species,S. Moore,Acanthaceae,"Journal of Botany, British and Foreign 44: 153. 1906. (J. Bot.) ",http://www.tropicos.org/Name/101372?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626359,Endemic to Madagascar,MG,Crossandra longispica,species,Benoist,Acanthaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 4: 714–715. 1932. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/101383?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626364,Endemic to Madagascar,MG,Crossandra multidentata,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 393, f. 3, map 5. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098732?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626368,Endemic to Madagascar,MG,Crossandra nobilis,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 8: 151. 1939. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101373?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626373,Endemic to Madagascar,MG,Crossandra pilosa,species,(Benoist) Vollesen,Acanthaceae,Kew Bulletin 52(2): 395. 1997. (Kew Bull.) ,http://www.tropicos.org/Name/50091590?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626376,Endemic to Madagascar,MG,Crossandra poissonii,species,Benoist,Acanthaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 4: 715. 1932. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/101409?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626384,Endemic to Madagascar,MG,Crossandra quadridentata,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 2: 148–149. 1911. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101394?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626386,Endemic to Madagascar,MG,Crossandra raripila,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 14: 4. 1950. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101393?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626388,Endemic to Madagascar,MG,Crossandra rupestris,species,Benoist,Acanthaceae,Notulae Systematicae. Herbier du Museum de Paris 2: 149. 1911. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/101391?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626393,Endemic to Madagascar,MG,Crossandra stenandrium,species,(Nees) Lindau,Acanthaceae,Die Natürlichen Pflanzenfamilien 3B: 319. 1895. (Nat. Pflanzenfam.) ,http://www.tropicos.org/Name/101384?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626397,Endemic to Madagascar,MG,Crossandra strobilifera,species,(Lam.) Benoist,Acanthaceae,"Catalogue des Plantes de Madagascar, Acanth. 21. 1939. (Cat. Pl. Madag., Acanth.) ",http://www.tropicos.org/Name/101381?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626403,Endemic to Madagascar,MG,Crossandra tsingyensis,species,Vollesen,Acanthaceae,"Kew Bulletin 52(2): 390–392, f. 2(U–Z), map 3. 1997. (Kew Bull.) ",http://www.tropicos.org/Name/50098731?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626408,Endemic to Madagascar,MG,Crossandra vestita,species,Benoist,Acanthaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 4: 714. 1932. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/101377?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000626420,Endemic to Madagascar,MG,Crossonephelis pervillei,species,Baill.,Sapindaceae,Adansonia 11: 245. 1874. (Adansonia) ,http://www.tropicos.org/Name/28600891?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196750,Endemic to Madagascar,MG,Crotalaria andringitrensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 360. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023194?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196751,Endemic to Madagascar,MG,Crotalaria androyensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 362. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023195?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196752,Endemic to Madagascar,MG,Crotalaria ankaizinensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 359–360. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023196?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196754,Endemic to Madagascar,MG,Crotalaria ankaratrana,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 361–362. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023197?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196755,Endemic to Madagascar,MG,Crotalaria anomala,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 357. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023198?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196757,Endemic to Madagascar,MG,Crotalaria bosseri,species,M. Peltier,Fabaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 10(3): 381. 1970. (Adansonia, n.s.) ",http://www.tropicos.org/Name/13023362?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196758,Endemic to Madagascar,MG,Crotalaria calva,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 357–358. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023201?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196759,Endemic to Madagascar,MG,Crotalaria capuronii,species,M. Peltier,Fabaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 10(3): 382. 1970. (Adansonia, n.s.) ",http://www.tropicos.org/Name/13023365?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196760,Endemic to Madagascar,MG,Crotalaria cornu-ammonis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 358. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023202?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196761,Endemic to Madagascar,MG,Crotalaria coursii,species,M. Peltier,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 15(4): 416. 1959. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023304?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196763,Endemic to Madagascar,MG,Crotalaria craspedocarpa,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 356. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023203?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196765,Endemic to Madagascar,MG,Crotalaria cyanoxantha,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 361. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023204?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196766,Endemic to Madagascar,MG,Crotalaria decaryana,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 356. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023205?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196767,Endemic to Madagascar,MG,Crotalaria diosmifolia,species,Benth.,Fabaceae,London Journal of Botany 2: 591. 1843. (London J. Bot.) ,http://www.tropicos.org/Name/13029112?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196768,Endemic to Madagascar,MG,Crotalaria edmundi-bakeri,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 361. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023206?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196770,Endemic to Madagascar,MG,Crotalaria emirnensis,species,Benth.,Fabaceae,London Journal of Botany 2: 583. 1843. (London J. Bot.) ,http://www.tropicos.org/Name/13029140?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196771,Endemic to Madagascar,MG,Crotalaria fiherenensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 359. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023207?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196772,Endemic to Madagascar,MG,Crotalaria grevei,species,Drake,Fabaceae,"Histoire Physique, Naturelle et Politique de Madagascar 30: 201–202. 1902[1903]. (Hist. Phys. Madagascar) ",http://www.tropicos.org/Name/13022887?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196773,Endemic to Madagascar,MG,Crotalaria humbertiana,species,M. Peltier,Fabaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 5(3): 426. 1965. (Adansonia, n.s.) ",http://www.tropicos.org/Name/13023348?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196776,Endemic to Madagascar,MG,Crotalaria humbertii,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 358. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023209?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196777,Endemic to Madagascar,MG,Crotalaria ibityensis,species,R. Vig. & Humbert,Fabaceae,"Bulletin de la Société Botanique de France 61(1–3): 94–98, f. 1. 1914. (Bull. Soc. Bot. France) ",http://www.tropicos.org/Name/13022966?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196778,Endemic to Madagascar,MG,Crotalaria isaloensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 363–364. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023210?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196779,Endemic to Madagascar,MG,Crotalaria laevigata,species,Lam.,Fabaceae,"Encyclopédie Méthodique, Botanique 2(1): 198. 1786. (Encycl.) ",http://www.tropicos.org/Name/13029253?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196782,Endemic to Madagascar,MG,Crotalaria leandriana,species,M. Peltier,Fabaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 5(3): 425–426. 1965. (Adansonia, n.s.) ",http://www.tropicos.org/Name/13023349?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000196783,Endemic to Madagascar,MG,Crotalaria mahafalensis,species,R. Vig.,Fabaceae,Notulae Systematicae. Herbier du Museum de Paris 13(4): 357. 1948. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/13023213?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
