"                                 eFlora Nepal in World Flora Online (www.worldfloraonline.org).  Source:  Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal (Correspondence: ).",,,,,,,,,,,,,
Order,Family,Genera,Taxon ID,WFO_ID,Taxon names,Literature citation,Nepali name(s),,Distribution in Nepal,Plant images,,General/ global distribution,Comments
,,,,,,,Devnagari,Transliteration,,Plant photos,Herbarium specimen,,
,Apocynaceae,Chonemorpha G.Don,NEP09020,#N/A,Chonemorpha fragrans (Moon) Alston ,Ann. Roy. Bot. Gard. (Peradeniya) 11: 203. 1929. ,"uf]7fn] k""mn ",Gothale phool,"W, C, E Nepal: 400-1800 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09021,wfo-0000947561,Echites fragrans Moon,,,,,,,,
,Apocynaceae,,NEP09022,wfo-0000851743,Chonemorpha griffithii Hook.f.,,,,,,,,
,Apocynaceae,Cryptolepis R.Br.,NEP09023,wfo-0000628329,Cryptolepis buchananii R.Br. ex Roem. & Schult. ,Syst. Veg. (ed. 15 bis) 4: 409. 1819. ,"sfu r'Rr], sfnf] ;l/jf, ufO{ l;Ë] ","Kag chuchche, Kalo sariwa, Gai singe","W, C, E Nepal: 100-1600 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,Cynanchum L.,NEP09024,wfo-0001347017,Cynanchum annularium (Roxb.) Liede & Khanum,Taxon 65(3): 477. 2016.,"rf}6fhf]/, lhjGtL ","Chautajor, Jiwanti","W, C, E Nepal: 300-2600 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09025,wfo-0001102747,Asclepias annularis Roxb.,,,,,,,,
,Apocynaceae,,NEP09026,wfo-0000724304,Holostemma ada-kodien Schult.,,,,,,,,
,Apocynaceae,,NEP09027,wfo-0000632827,Cynanchum auriculatum Royle ex Wight ,Contr. Bot. India 58. 1834.,"nf6L sf];]nL, sfnL sf];f ","Lati koseli, Kali kosa","W, C, E Nepal: 2000-3700 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau and E Asia. ",
,Apocynaceae,,NEP09028,wfo-0001103090,Vincetoxicum auriculatum (Royle ex Wight) Kuntze,,,,,,,,
,Apocynaceae,,NEP09029,wfo-0000632896,Cynanchum callialatum Buch.-Ham. ex Wight ,Contr. Bot. India 56. 1834. ,,,E Nepal: 80-200 m. ,,,"Nepal, Assam-Burma, S Asia and E Asia.",
,Apocynaceae,,NEP09030,wfo-0001103092,Vincetoxicum callialatum (Buch.-Ham. ex Wight) Kuntze ,,,,,,,,
,Apocynaceae,,NEP09031,wfo-0000632976,Cynanchum dalhousiae Wight ,Contr. Bot. India 55. 1834.,,,"W, C Nepal: 1300-2500 m.",,,Nepal and W Himalaya.,
,Apocynaceae,,NEP09032,wfo-0001347025,Cynanchum pulchellum (Roxb.) Liede & Khanum,Taxon 65(3): 479. 2016. ,,,"C, E Nepal: 700-1400 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Apocynaceae,,NEP09033,#N/A,Asclepias pulchella Roxb.,,,,,,,,
,Apocynaceae,,NEP09034,#N/A,Raphistemma pulchellum (Roxb.) Wall. ,,,,,,,,
,Apocynaceae,Dischidia R.Br.,NEP09035,wfo-0000651616,Dischidia bengalensis Colebr. ,"Trans. Linn. Soc. London 12: 357, t. 15. 1818.","cf}n] x8\r'/, lyhf]{ ","Aule hadchur, Thirjo","C, E Nepal: 400-1100 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Apocynaceae,Gongronema (Endl.) Decne,NEP09036,#N/A,Gongronema nepalense (Wall.) Decne. ,Prodr. 8: 624. 1844.,,,"W, C Nepal: 600-2100 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Apocynaceae,,NEP09037,wfo-0000712259,Gymnema napalense Wall.,,,,,,,,
,Apocynaceae,Gymnema R.Br.,NEP09038,wfo-0000712233,Gymnema inodorum (Lour.) Decne. ,Prodr. 8: 551. 1844.,,,"W, E Nepal: 60-1500 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09039,wfo-0000633182,Cynanchum inodorum Lour.,,,,,,,,
,Apocynaceae,,NEP09040,#N/A,Gymnema tingens Roxb. ex Spreng.,,,,,,,,
,Apocynaceae,Hemidesmus R.Br.,NEP09041,wfo-1200027081,Hemidesmus indicus (L.) R.Br.,Hort. Kew. (ed. 2) 2: 75. 1811.,,,C Nepal: 100-800 m. ,,,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Apocynaceae,,NEP09042,wfo-0001102792,Periploca indica L.,,,,,,,,
,Apocynaceae,Heterostemma Wight & Arn.,NEP09043,wfo-0000721598,Heterostemma alatum Wight & Arn.,Contr. Bot. India 42. 1834. ,,,"W, C, E Nepal: 1200-1800 m. ",,,"Nepal, W Himalaya, E Himalaya and Assam-Burma.",
,Apocynaceae,,NEP09044,wfo-0000721638,Heterostemma wallichii Wight & Arn.,Contr. Bot. India 42. 1834. ,,,C Nepal: 800-2100 m. ,,,"Nepal, Assam-Burma and E Asia.",
,Apocynaceae,Holarrhena R.Br.,NEP09045,wfo-0000982782,Holarrhena pubescens Wall. ex G.Don ,Gen. Hist. 4: 78. 1837.,"jg lv/f]{, OGb|hf}, dlb;] lv/f]{ ","Ban khirro, Indrajau, Madise khirro","W, C, E Nepal: 100-2000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Africa. ",
,Apocynaceae,,NEP09046,#N/A,Holarrhena antidysenterica (L.) A.DC.,,,,,,,,
,Apocynaceae,,NEP09047,#N/A,Chonemorpha antidysenterica (Roth) G.Don,,,,,,,,
,Apocynaceae,Hoya R.Br.,NEP09048,wfo-0000725139,Hoya arnottiana Wight,Contr. Bot. India 37. 1834. ,,,"C, E Nepal: 200-300 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Apocynaceae,,NEP09049,wfo-0000725230,Hoya edeni King ex Hook.f. ,Fl. Brit. India 4: 53. 1883. ,,,E Nepal: 1300-2500 m. ,,,"Nepal, E Himalaya and Assam-Burma.",
,Apocynaceae,,NEP09050,wfo-0000725259,Hoya fusca Wall.,"Pl. Asiat. Rar. 1: 68, t. 75. 1830. ",,,"C, E Nepal: 1200-2300 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia.",
,Apocynaceae,,NEP09051,wfo-0000725319,Hoya lanceolata Wall. ex D.Don,Prodr. Fl. Nepal. 130. 1825.,s'/s'/] emf/ ,Kurkure jhar,"C, E Nepal: 600-2000 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and SE Asia. ",
,Apocynaceae,,NEP09052,wfo-1200027128,Hoya linearis Wall. ex D.Don var. linearis,Prodr. Fl. Nepal. 130. 1825.,,,"C, E Nepal: 1400-2400 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Apocynaceae,,NEP09053,wfo-1200017272,Hoya linearis var. nepalensis Hook.f.,,,,,,,,
,Apocynaceae,,NEP09054,wfo-1200017305,Hoya linearis Wall. ex D.Don var. sikkimensis Hook.f. ,Fl. Brit. India 4: 53. 1883. ,,,E Nepal: 2000-2500 m. ,,,"Nepal, E Himalaya and Assam-Burma.",
,Apocynaceae,,NEP09055,wfo-0000725345,Hoya longifolia Wall. ex Wight,Contr. Bot. India 36. 1834.,,,"W, C, E Nepal: 800-2400 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, E Asia and SE Asia. ",
,Apocynaceae,,NEP09056,wfo-0000725464,Hoya polyneura Hook.f. ,Fl. Brit. India 4: 54. 1883. ,,,"C, E Nepal: 1800-2100 m. ",,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Apocynaceae,,NEP09057,wfo-0000725523,Hoya serpens Hook.f. ,Fl. Brit. India 4: 55. 1883. ,,,"C, E Nepal: 1200-2600 m. ",,,Nepal and E Himalaya.,
,Apocynaceae,Ichnocarpus R.Br.,NEP09058,wfo-0000217289,Ichnocarpus frutescens (L.) W.T.Aiton ,Hortus Kew. 2: 69. 1811.,"b'w] nx/f, afv|] nx/f ","Dudhe lahara, Bakhre lahara","W, C, E Nepal: 60-900 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia and Australasia. ",
,Apocynaceae,,NEP09059,wfo-0000244828,Apocynum frutescens L.,,,,,,,,
,Apocynaceae,Leptadenia R.Br.,NEP09060,wfo-0001102163,Leptadenia reticulata (Retz.) Wight & Arn. ,Contr. Bot. India 47. 1834. ,bf]bL ;fu ,Dodee sag,E Nepal: 200-300 m. ,,,"Nepal, Assam-Burma and S Asia. ",
,Apocynaceae,,NEP09061,wfo-0000633527,Cynanchum reticulatum Retz.,,,,,,,,
,Apocynaceae,Marsdenia R.Br.,NEP09062,wfo-0001102177,Marsdenia calesiana Wight,Contr. Bot. India 41. 1834.,,,"C, E Nepal: 700-1500 m. ",,,Nepal and E Himalaya.,
,Apocynaceae,,NEP09063,wfo-0000371764,Marsdenia lucida Edgew. ex Madden ,J. Asiat. Soc. Bengal 17(1): 370. 1848.,em/fª\u ,Jharang: Chepang,"W, C, E Nepal: 2100-2700 m. ",,,"Nepal, W Himalaya and E Himalaya. ",
,Apocynaceae,,NEP09064,wfo-0001102198,Marsdenia roylei Wight ,Contr. Bot. India 40. 1834.,b'w] nx/f ,Dudhe lahara,"W, C, E Nepal: 1400-2400 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma and S Asia. ",
,Apocynaceae,,NEP09065,wfo-0001102203,Marsdenia tinctoria R.Br. ,Mem. Wern. Nat. Hist. Soc. 1: 28. 1810.,sfnL nx/f ,Kali lahara,E Nepal: 500-1200 m. ,,,"Nepal, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,Micholtizia N.E.Br.,NEP09066,#N/A,Micholitzia obcordata N.E.Br. ,Bull. Misc. Inform. Kew 1909(9): 358. 1909. ,,,E Nepal: 600-1200 m. ,,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia.",
,Apocynaceae,Micrechites Miq.,NEP09067,wfo-0000242951,Micrechites polyanthus (Blume) Miq.,Fl. Ned. Ind. 2: 457. 1857.,,,E Nepal: 1600-2500 m. ,,,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",
,Apocynaceae,,NEP09068,wfo-0000320062,Tabernaemontana polyantha Blume,,,,,,,,
,Apocynaceae,,NEP09069,wfo-0000217311,Ichnocarpus polyanthus (Blume) P.I.Forst. ,,,,,,,,
,Apocynaceae,,NEP09070,wfo-0000217294,Ichnocarpus himalaicus T.Yamaz. ,,,,,,,,
,Apocynaceae,Orthanthera Wight,NEP09071,wfo-0001102270,Orthanthera viminea Wight ,Contr. Bot. India 48. 1834.,,,"W, C Nepal: 200-800 m. ",,,Nepal and W Himalaya.,
,Apocynaceae,Oxystelma R.Br.,NEP09072,wfo-0001104832,Oxystelma esculentum (L.f.) Sm. ,Cycl. 25: (unnumbered). 1813.,cgf/l;Ë] nx/f] ,Anarsinge laharo,"C, E Nepal: 60-200 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia, Africa and Australasia. ",
,Apocynaceae,,NEP09073,wfo-0001102789,Periploca esculenta L.f.,,,,,,,,
,Apocynaceae,Pentasachme Wall. ex Wight,NEP09074,#N/A,Pentasachme caudatum Wall. ex Wight ,Contr. Bot. India 60. 1834.,,,"W, C, E Nepal: 1600-2600 m. ",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09075,#N/A,Pentasachme pulcherrima Grierson & D.G.Long ,Notes Roy. Bot. Gard. Edinburgh 40(1): 123. 1982.,,,"C, E Nepal: 300-900 m. ",,,Nepal and E Himalaya.,
,Apocynaceae,,NEP09076,#N/A,Pentasachme wallichii Wight ,Contr. Bot. India 60. 1834. ,,,"W, C, E Nepal: 200-2400 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma and S Asia.",
,Apocynaceae,Pergularia L.,NEP09077,wfo-0000392217,Pergularia daemia (Forssk.) Chiov. ,Result. Sci. Miss. Stefan.-Paoli Somal. Ital. 1: 115. 1916. ,"b'/], aLrsfg] nx/f] ","Dure, Bichkane laharo",E Nepal: 60-200 m. ,,,"Nepal, W Himalaya, Assam-Burma, S Asia, SE Asia, SW Asia and Africa.",
,Apocynaceae,,NEP09078,wfo-0000551256,Asclepias daemia Forssk.,,,,,,,,
,Apocynaceae,Periploca L.,NEP09079,wfo-0001102782,Periploca calophylla (Wight) Falc. ,Proc. Linn. Soc. London 1: 115. 1841.,l;sf/L nx/f ,Sikari lahara,"W, C, E Nepal: 2000-2100 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09080,wfo-0001102803,Streptocaulon calophyllum Wight,,,,,,,,
,Apocynaceae,,NEP09081,#N/A,Periploca forrestii Schltr. ,Notes Roy. Bot. Gard. Edinburgh 8(36): 15. 1913. ,l;sf/L nx/f ,Sikari lahara,"W, C Nepal: 1200-3000 m. ",,,"Nepal, W Himalaya, Tibetan Plateau, Assam-Burma and E Asia. ",
,Apocynaceae,,NEP09082,#N/A,Periploca calophylla subsp. forrestii (Schltr.) Browicz ,,,,,,,,
,Apocynaceae,Rauvolfia L.,NEP09083,#N/A,Rauvolfia serpentina (L.) Benth. ex Kurz ,Forest Fl. Burma 2: 171. 1877.,"rfFb d?jf, ;k{uGwf ","Chand maruwa, Sarpagandha","W, C, E Nepal: 100-900 m.",,,"Nepal, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09084,#N/A,Ophioxylon serpentinum L.,,,,,,,,
,Apocynaceae,,NEP09085,wfo-0000295195,Rauvolfia tetraphylla L.,Sp. Pl. 1: 208. 1753. ,,,"W, E Nepal: 100-300 m (Naturalized in Nepal). Native ",,,Native of Mexico and Tropical America.,
,Apocynaceae,Tabernaemontana L.,NEP09086,wfo-0000319835,Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult. ,Syst. Veg. 4: 427. 1819. ,"rFfbgL, sfut] k""mn ","Chandani, Kagate phool","W, C, E Nepal: 200-1200 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09087,wfo-0000251555,Nerium divaricatum L.,,,,,,,,
,Apocynaceae,,NEP09088,wfo-0000319803,Tabernaemontana coronaria (Jacq.) Willd.,,,,,,,,
,Apocynaceae,Telosma Coville,NEP09089,wfo-0001103974,Telosma pallida (Roxb.) Craib ,Bull. Misc. Inform. Kew 1911(10): 418. 1911. ,"c;f/] k""mn ",Asare phool,"W, C, E Nepal: 100-1200 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09090,wfo-0000551608,Asclepias pallida Roxb.,,,,,,,,
,Apocynaceae,,NEP09091,wfo-0001102349,Pergularia pallida (Roxb.) Wight & Arn.,,,,,,,,
,Apocynaceae,Trachelospermum Lem.,NEP09092,wfo-0000326445,Trachelospermum axillare Hook.f. ,Fl. Brit. India 3: 668. 1882. ,,,"C, E Nepal: 1800-2300 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, E Asia and SE Asia. ",
,Apocynaceae,,NEP09093,#N/A,Trachelospermum lucidum (D.Don) Schum. ,Nat. Pflanzenfam. 4(2): 173. 1895.,"b\jf/L nx/f, b'w] nx/f ","Dwari lahara, Dudhe lahara","W, C, E Nepal: 300-2700 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia. ",
,Apocynaceae,,NEP09094,wfo-0000952511,Alstonia lucida D.Don,,,,,,,,
,Apocynaceae,,NEP09095,wfo-0000217288,Ichnocarpus fragrans Wall. ex G.Don,,,,,,,,
,Apocynaceae,,NEP09096,#N/A,Trachelospermum fragrans (Wall. ex G.Don) Hook.f. (1A),,,,,,,,
,Apocynaceae,Treutlera Hook.f.,NEP09097,wfo-0000411758,Treutlera insignis Hook.f. ,Hooker's Icon. Pl. 15: t. 1425. 1883.,,,"C, E Nepal: 1900-3500 m.",,,"Nepal, E Himalaya and Assam-Burma.",
,Apocynaceae,Urceola Roxb.,NEP09098,#N/A,Urceola tournieri (Pierre) D.J.Middleton ,Novon 4(2): 151. 1994.,,,E Nepal: 800-1500 m. ,,,"Nepal, E Himalaya, Assam-Burma, E Asia and SE Asia.",
,Apocynaceae,,NEP09099,#N/A,Ecdysanthera tournieri Pierre,,,,,,,,
,Apocynaceae,,NEP09100,#N/A,Parabarium hookeri Pierre ex Spire ,,,,,,,,
,Apocynaceae,Vallaris Burm.f.,NEP09101,#N/A,Vallaris solanacea (Roth) Kuntze ,Revis. Gen. Pl. 2: 417. 1891.,"b'w] nx/f, b'w] a]nf] ","Dudhe lahara, Dudhe belo","W, C, E Nepal: 100-1000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09102,#N/A,Peltanthera solanacea Roth,,,,,,,,
,Apocynaceae,Vincetoxicum Wolf,NEP09103,wfo-0000421642,Vincetoxicum belostemma (Benth.) Kuntze,Revis. Gen. Pl. 2: 424. 1891.,,,"W, C Nepal: 600-1900 m. ",,,"Nepal, E Himalaya, Assam-Burma and E Asia.",
,Apocynaceae,,NEP09104,wfo-0001102656,Tylophora belostemma Benth.,,,,,,,,
,Apocynaceae,,NEP09105,wfo-0000562502,Belostemma hirsutum Wall. ex Wight ,,,,,,,,
,Apocynaceae,,NEP09106,wfo-0001104302,Vincetoxicum glaucum (Wall. ex Wight) Rech. f.,Fl. Iranica 73: 13. 1970. ,nf6L sf];]nL ,Lati koseli,"W, C, E Nepal: 2200-3300 m. ",,,Nepal and W Himalaya. ,
,Apocynaceae,,NEP09107,wfo-0000633098,Cynanchum glaucum Wall. ex Wight,,,,,,,,
,Apocynaceae,,NEP09108,#N/A,Cynanchum canescens non (Willd.) K.Schum.,,,,,,,,
,Apocynaceae,,NEP09109,wfo-0001104204,Vincetoxicum hirundinaria subsp. glaucum (Wall. ex Wight) H.Hara ,,,,,,,,
,Apocynaceae,,NEP09110,wfo-0000421721,Vincetoxicum hirsutum (Wall.) Kuntze,Revis. Gen. Pl. 2: 424. 1891.,cGtd'n ,Antamul,"W, C, E Nepal: 200-1600 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09111,wfo-0000712229,Gymnema hirsutum Wall.,,,,,,,,
,Apocynaceae,,NEP09112,wfo-0000650255,Diplolepis ovata Lindl.,,,,,,,,
,Apocynaceae,,NEP09113,wfo-0000411581,Tylophora hirsuta (Wall.) Wight ,,,,,,,,
,Apocynaceae,,NEP09114,wfo-0001102680,Tylophora ovata (Lindl.) Hook. ex Steud. ,,,,,,,,
,Apocynaceae,,NEP09115,#N/A,Vincetoxicum kenouriense (Wight) Wight,Revis. Gen. Pl. 2: 424. 1891.,,,C Nepal: 2000-4100 m. ,,,"Nepal, W Himalaya and E Himalaya.",
,Apocynaceae,,NEP09116,wfo-0000633212,Cynanchum kenouriense Wight,,,,,,,,
,Apocynaceae,,NEP09117,#N/A,Vincetoxicum hirundinaria non Medik. ,,,,,,,,
,Apocynaceae,,NEP09118,wfo-0000420985,Vincetoxicum tenerrimum (Wight) Kuntze,Revis. Gen. Pl. 2: 425. 1891.,,,"W, C, E Nepal: 1400-2600 m.",,,"Nepal, W Himalaya and E Himalaya.",
,Apocynaceae,,NEP09119,wfo-0001102687,Tylophora tenerrima Wight ,,,,,,,,
,Apocynaceae,Wattakaka Hassk.,NEP09120,#N/A,Wattakaka volubilis (L.f.) Stapf ,Bot. Mag. 148: sub pl. 8976. 1923.,,,"W, C, E Nepal: 100-1400 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09121,wfo-0000551895,Asclepias volubilis L.f.,,,,,,,,
,Apocynaceae,,NEP09122,wfo-0000656563,Dregea volubilis (L.f.) Benth. ex Hook.f. ,,,,,,,,
,Apocynaceae,,NEP09123,#N/A,Marsdenia volubilis (L.f.) Cooke,,,,,,,,
,Apocynaceae,Wrightia R.Br.,NEP09124,wfo-0000334509,Wrightia arborea (Dennst.) Mabb. ,Taxon 26(5-6): 533. 1977.,"/fgL lv/f]{, sl/FuL ","Rani khirro, Karingi","W, C, E Nepal: 100-1000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia and SE Asia. ",
,Apocynaceae,,NEP09125,wfo-0000267329,Periploca arborea Dennst.,,,,,,,,
,Apocynaceae,,NEP09126,wfo-0000334550,Wrightia mollissima Wall.,,,,,,,,
,Apocynaceae,,NEP09127,wfo-0000334584,Wrightia tomentosa Roem. & Schult.,,,,,,,,
BORAGINALES,Boraginaceae,Arnebia Forssk.,NEP09128,wfo-0000549455,Arnebia benthamii (Wall. ex G.Don) I.M.Johnst. ,J. Arnold Arbor. 35: 56. 1954. ,"dxf/ª\uL, pN6] e""ts]z ","Maharangi, Ulte bhutkesh","W, C Nepal: 2800-3900 m. ",,,Nepal and W Himalaya. ,
,Boraginaceae,,NEP09129,wfo-0000662699,Echium benthamii Wall. ex G.Don,,,,,,,,
,Boraginaceae,,NEP09130,#N/A,Macrotomia benthami (Wall. ex G.Don) DC. ex Meisn.,,,,,,,,
,Boraginaceae,,NEP09131,#N/A,Arnebia euchroma (Royle ex Benth.) I.M.Johnst. ,Contr. Gray Herb. 73: 49. 1924. ,,,"W, C Nepal: 3000-4000 m. ",,,"Nepal, W Himalaya, Tibetan Plateau, N Asia, C Asia and SW Asia. ",
,Boraginaceae,,NEP09132,#N/A,Lithospermum euchromon Royle ex Benth.,,,,,,,,
,Boraginaceae,,NEP09133,wfo-0000549500,Arnebia nepalensis (Kitam.) H.Hara ,Enum. Fl. Pl. Nepal 3: 99. 1982.,,,C Nepal: 4100 m. ,,,Endemic to Nepal.,
,Boraginaceae,,NEP09134,wfo-0000372031,Macrotomia nepalensis Kitam.,,,,,,,,
,Boraginaceae,Asperugo L.,NEP09135,wfo-0000552204,Asperugo procumbens L. ,Sp. Pl. 1: 138. 1753. ,,,C Nepal: 2800-3900 m.,,,"Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, Europe and Africa. ",
,Boraginaceae,Bothriospermum Bunge,NEP09136,wfo-0000569748,Bothriospermum zeylanicum (J.Jacq.) Druce ,Rep. Bot. Soc. Exch. Club Brit. Isles 4: 610. 1917.,,,"W, C Nepal: 800-1300 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, N Asia, C Asia and SW Asia. ",
,Boraginaceae,,NEP09137,wfo-0000533837,Anchusa zeylanica J.Jacq.,,,,,,,,
,Boraginaceae,,NEP09138,wfo-0000569743,Bothriospermum tenellum (Hornem.) Fisch. & C.A.Mey. ,,,,,,,,
,Boraginaceae,Buglossoides Moench,NEP09139,wfo-0000574420,Buglossoides arvensis (L.) I.M.Johnst.,J. Arnold Arbor. 35(1): 42. 1954.,,,C Nepal: 2500-2900 m. ,,,"Nepal, W Himalaya, Tibetan Plateau, E Asia, N Asia, C Asia, SW Asia, Europe and N Africa. ",
,Boraginaceae,,NEP09140,wfo-0000362186,Lithospermum arvense L. ,,,,,,,,
,Boraginaceae,Chionocharis I.M.Johnst.,NEP09141,wfo-0000602249,Chionocharis hookeri (C.B.Clarke) I.M.Johnst. ,Contr. Gray Herb. 73: 66. 1924.,,,E Nepal: 4800-5300 m.,,,"Nepal, E Himalaya, Tibetan Plateau and E Asia.",
,Boraginaceae,,NEP09142,wfo-0001216219,Myosotis hookeri C.B.Clarke,,,,,,,,
,Boraginaceae,Cordia L.,NEP09143,wfo-0000620417,Cordia dichotoma G.Forst. ,"Fl. Ins. Austr. 18, n. 110. 1786.",af]xf]/L ,Bohori,"W, C, E Nepal: 100-1600 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, S Asia, E Asia, SE Asia and Australasia.",
,Boraginaceae,,NEP09144,wfo-0000620544,Cordia griffithii C.B.Clarke,,,,,,,,
,Boraginaceae,,NEP09145,wfo-0000620538,Cordia grandis Roxb. ,Fl. Ind. 2: 335. 1824. ,,,"C, E Nepal: 500-1000 m. ",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia and SE Asia.",
,Boraginaceae,Cynoglossum L.,NEP09146,wfo-0000633897,Cynoglossum amabile Stapf & J.R.Drumm. ,Bull. Misc. Inform. Kew 1906(6): 202. 1906.,,,"W, C Nepal: 1400-4000 m.",,,"Nepal, E Himalaya, Tibetan Plateau and E Asia.",
,Boraginaceae,,NEP09148,wfo-0000634282,Cynoglossum zeylanicum (Sw. ex Lehm.) Thunb. ex Brand.,Repert. Spec. Nov. Regni Veg. 13: 546. 1915.,slgs] s'/f] ,Kanike kuro,"W, C, E Nepal: 700-2700 m. ",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SE Asia.",
,Boraginaceae,,NEP09147,wfo-0000634015,Cynoglossum furcatum Wall. ,Fl. Ind. 2: 6. 1824. ,,,,,,,
,Boraginaceae,,NEP09149,wfo-0000634074,Cynoglossum lanceolatum Forssk. ,Fl. Aegypt.-Arab. 41. 1775.,,,"W, C, E Nepal: 200-3400 m.",,,"Nepal, W Himalaya, E Himalaya, Assam-Burma, S Asia, E Asia, SE Asia, SW Asia and Africa. ",
,Boraginaceae,,NEP09150,wfo-0000634044,Cynoglossum hirsutum Thunb.,,,,,,,,
,Boraginaceae,,NEP09151,wfo-0000634262,Cynoglossum vesiculosum Wall. ex G.Don,,,,,,,,
,Boraginaceae,,NEP09152,wfo-0000634125,Cynoglossum microglochin Benth. ,Ill. Bot. Himal. Mts. 305. 1836.,,,"W, C Nepal: 2100-3750 m. ",,,"Nepal, W Himalaya and E Himalaya.",
,Boraginaceae,,NEP09153,#N/A,Cynoglossum nervosum Benth. ex C.B.Clarke,,,,,,,,
,Boraginaceae,,NEP09154,wfo-0000634273,Cynoglossum wallichii G.Don ,Gen. Hist. 4: 354. 1837.,af]sf]-ltgftL ,Boko-tinati: Tamang,"W, C, E Nepal: 2500-4400 m.",,,"Nepal, W Himalaya, E Himalaya, Tibetan Plateau, Assam-Burma, E Asia and SW Asia. ",
,Boraginaceae,,NEP09155,wfo-0000634027,Cynoglossum glochidiatum Wall. ex Benth. ,,,,,,,,
,Boraginaceae,,NEP09156,wfo-0000634274,Cynoglossum wallichii var. glochidiatum (Wall. ex Benth.) Kazmi ,,,,,,,,
,Boraginaceae,Decalepidanthus Ried,NEP09157,wfo-0001343641,Decalepidanthus racemosus (Royle ex Benth.) Dickoré & Hilger,Phytotaxa 226(2): 139. 2015.,,,W Nepal: 2800-2900 m. ,,,Nepal and W Himalaya.,
