WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI
wfo-0000742873,general,EN,"Climber, 2–6 m long, with terete, hard stems; flowering branches rigid, terete, straight, internodes 4–10 cm long, 2–4 mm thick, smooth or faintly striate. Leaves variable in size and shape; blades broadly ovate, ovate, ovate-oblong or broadly elliptic, 6–27 cm long, 2.5–15 cm wide below the middle, thickly herbaceous to sub-coriaceous, sometimes slightly shiny above, turning dirty green when dried, slightly pale beneath, abruptly contracted or somewhat cuneate at base, gradually or sub-abruptly contracted to a short cuspidate apex; costas 5 including a weak marginal pair, unequally spaced, the median 3 diverging from 7–10 mm above the base, strongly raised on lower surface, the outer pair weak, separated to base, transverse veinlets weak, spreading, forming relatively faint reticulations; petioles 2–5 cm long, obscurely 3-angled, strongly curved and dark coloured in dry state above the middle, jointed at ⅔ from base, sheathing for 7–15 mm from base; sheath wings 0.7–1.5 mm wide, not auriculate at apex; tendrils 8 to 25 cm long, stout. Inflorescences 2- or 3-umbellate; common axis shorter than peduncles, 1–2 cm long, rigid; prophyll broadly ovate, apiculate, subcoriaceous, 4–5 mm long; peduncles spreading, 2–6 cm long, rigid; [ bracts deltoid, 1–2 mm long. Umbels of both sexes 10-30-flowered; pistillate receptacle globose, 3–5 mm in diameter. Staminate perianth 4–5 mm long, white to pale-greenish at anthesis; outer tepals lance-oblong, sub-obtuse, recurved, 1 mm wide, inner ones linear-oblong, 0.5 mm wide. Umbels lanceolate, 0.8–1 mm long; filaments 4 mm long. Pistillate perianth 3.5–4 mm long, slightly recurved to patent at anthesis; outer tepals lance-elliptic, subacute at apex, 1.2 mm wide, inner ones lanceolate, 0.7 mm wide. Ovary narrowly ovoid, 3 mm long; staminodes 3, needle-like, 2 mm long. Berries 1.5–2 cm in diameter, yellowish and turning dark red or purple at maturity, very juicy; seeds 2 or 3, lenticular, 7 mm long.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742873,Forest Herbarium,All rights reserved,"Smilax megacarpa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 217. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00387
wfo-0000742873,ecology,EN,"Tropical evergreen forest at altitude of 300 to 1,200 m.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742873,Forest Herbarium,All rights reserved,"Smilax megacarpa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 217. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00387
wfo-0000742873,distribution,EN,"From Assam through Burma and Indochina eastwards to Hainan, also through Thailand southwards to Malay Peninsula (type from Penang), then to West Malesia.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742873,Forest Herbarium,All rights reserved,"Smilax megacarpa. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 217. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00387
wfo-0000742713,general,EN,"Densely branched shrub; stems 3–5 mm thick, weakly zigzag, striate, with rather dense divergent prickles 2–3 mm long; branches 10–30 cm long, zigzag, the internodes 1.5–3 cm long, 2–3 mm thick, conspicuously angular, with prickles ca 2 mm long spreading at right angles. Leaves densely alternate; blades elliptic to broadly elliptic or broadly obovate, 1.5–4.5 cm long, 1–3 cm wide, suddenly contracted or cuncate at base, suddenly contracted above to usually mucronate apex, thickly chartaceous to coriaceous, glaucous beneath; costas 5 or 7 including a weak marginal pair, which usually reach only half way, all separate from the base, strongly convex on lower sur-face, shallowly impressed on upper surface, lateral veinlets oblique, some further divided, pronounced on lower surface, reticulations rather lax, not elongate; petioles short, 3–5 mm long, abaxial edge obtuse, sheathing for nearly whole length; wings 0.8 mm wide, the apex ending in an ovate-acute small auricle; tendrils vestigial or none. Umbels solitary, the pistillate ones 4- to 7-flowered; peduncles of fruiting umbels 1–2.5 cm long; receptacles globular, 1.5 mm across; bracts depressed trigonous to somewhat reniform, short-apiculate, 0.7 mm long; rays 8–12 mm long. Flowers not known. Berries globose, 4–6 mm in diameter, maturing red; seeds usually 2, broadly ellipsoid, 3.5–4 mm long, red-brown.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742713,Forest Herbarium,All rights reserved,"Smilax micro-china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 234. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00403
wfo-0000742713,ecology,EN,"Open grassy pine forest at 1,300. m",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742713,Forest Herbarium,All rights reserved,"Smilax micro-china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 234. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00403
wfo-0000742713,distribution,EN,Known only from the type collection from Phu Kradung in north-eastern Thailand.,T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742713,Forest Herbarium,All rights reserved,"Smilax micro-china. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 234. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00403
wfo-0000739275,general,EN,"Climber, stems eventually becoming woody, terete, smooth, rather densely branching, internodes 5–13 cm long, 2–6 mm thick; branches weakly zigzag, internodes obtusely trigonous to subterete, 1–5 cm long, 0.8–2 mm thick. Leaves variable in shape and size; blades lanceolate-ovate to broadly ovate, occasionally ovate-elliptic, 2.5–10 cm, sterile ones sometimes up to 16 cm long, 1–7 cm wide, the base cuneate, rounded or shallowly cordate, gradually tapering from below the middle to acute or subobtuse and mucronate apex, subcoriaceous with more or less recurved nerved margins, strongly glaucous beneath, costas 7 including a marginal pair, all separate from the base, slender but conspicuously raised on both surfaces, lateral veinlets oblique, mostly irregularly divided, some curved upward, forming distinct reticulations of various shape; petioles 10–40 mm long, breaking off at apex, sheathing portion 6–28 mm long, open, 2–7 mm wide; wings herbaceous, 0.8–3 mm wide, recurved, the apex rounded-truncate without distinct auricle; tendrils developing on all sterile leaves and on some (lower-bearing leaves, thickish, rigid, 3–15 cm long. Umbels borne on short branches, the staminate ones densely 15- to 50-flowered, the pistillate ones 3- to 20-flowered; peduncles short, 2–16 mm long, slightly compressed; receptacles 3–5 mm across with many lanceolate bracteoles 2–3 mm long; rays 3–10 mm long. Staminate perianth dark red, spreading; outer tepals ovate-elliptic to ovate-oblong, acute to subacute at apex, 2–2.5 mm long, 1–1.25 mm wide: inner tepals lance-oblong, subacute, 1.5–2 mm long, 0.8–1 mm wide. Stamens 6; filaments 0.2–0.4 mm long; anthers cream-coloured, 0.6 mm long. Pistillate perianth similar to the staminate one but with somewhat narrower and more pointed tepals. Ovary ovoid-ellipsoid, 1.25 mm long, 0.5–0.7 mm wide; staminodes 3, needle-like, 1.2–1.5 mm long. Berries globose to weakly depressed-globose, 5–8 mm in diameter, maturing blue-black, 1- or 2-seeded.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739275,Forest Herbarium,All rights reserved,"Smilax microphylla elongata. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 237. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00408
wfo-0000739275,ecology,EN,"Evergreen forests on subtropical high mountains at 1,500 to 2,500 m. ",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739275,Forest Herbarium,All rights reserved,"Smilax microphylla elongata. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 237. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00408
wfo-0000739275,distribution,EN,"Chinese Province of Yunnan (type) and adjoining territories including northern Tonkin, northern Thailand, Upper Burma and south-east Tibet.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000739275,Forest Herbarium,All rights reserved,"Smilax microphylla elongata. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 237. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/florainfra.html?tdcode=00408
wfo-0000742827,general,EN,"Herbaceous climber; stems slender but rigid, loosely branching, terete, smooth, light green, internodes 2–15 cm long, 1–2 mm thick. Leaves lanceolate, or lance-elliptic to broadly elliptic, 8–15 cm long; 2.5–7 cm wide, contracted or widely cuneate at base, gradually acute or suddenly contracted to acuminate apex, herbaceous to nearly membranous, grass-green on upper surface, pale-green or. lower surface; costas 3, separate from the base or united to 4 mm from base, ridged on lower surface, slender but distinct on upper surface, lateral veinlets divergent, straightish, the reticulations dense and fine, obliquely elongate, the marginal nerves slightly thickened; petioles 7–25 mm long, breaking off at apex often curved and/or twisted, trigonous, sheathing for 3 to 4 mm with very narrow wings ca 0.3 mm wide; tendrils 6–13 cm long, slender, often becoming brownish. Umbels on lower part of branches as well as distal part of stem; peduncles 1–4 cm long, slender, compressed; receptacles 1.5–2.5 mm across; rays 5–10 mm long; staminate umbels 12- to 30-flowered, pistil-late ones 8- to 14-flowered. Staminate perianth yellow-green, campanulate, 3.5–4.2 mm long. 4–5 mm wide, connate, lobed to 2.5 mm from top; outer lobes oblong, 1.5 mm wide, inner lobes half as long as the outer ones, ca 1.2 mm wide, ovate-obtuse, both distinctly 1-nerved, pubescent outside. Stamens 6; filaments compressed, 1 mm long, adnate to the perianth tube for most of the length; anthers ovoid-globose, 0.5 mm long. Pistillate perianth 3.5–4 mm long; tepals free, recurved, outer tepals ovate-elliptic, 3.5–4 mm long, 1–1.3 mm wide, subobtuse at apex, inner tepals linear-oblong, 3–3.5 mm long, 0.25–0.3 mm wide, obtuse at apex. Ovary ovoid, 2.5–3 mm long, 1.5 mm wide, gradually narrowed above to obtuse apex; stigmas 3, recurved, 0.7 mm long. Berries maturing red, 7–9 mm across.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742827,Forest Herbarium,All rights reserved,"Smilax myosotiflora. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00418
wfo-0000742827,ecology,EN,"Tropical evergreen forests at altitude of 600 to 1,400 m. ",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742827,Forest Herbarium,All rights reserved,"Smilax myosotiflora. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00418
wfo-0000742827,distribution,EN,"Thailand, Malay Peninsula (type).",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000742827,Forest Herbarium,All rights reserved,"Smilax myosotiflora. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 243. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00418
wfo-0001073236,general,EN,"Large climber; stems 1.5 to 10 m long, ca 1 cm thick; flowering branches terete, dull, striate or slightly zigzag, internodes 5–15 cm long, 4–5 mm thick, smooth or sparsely prickly. Leaves not highly variable in shape; blades oval, ovate-oval or suborbicular, 12–23(–26) cm long, 8–14(–20) cm wide, herbaceous and later becoming thinly coriaceous, pale beneath, abruptly contracted below to a short cuneate base (on sterile branches and stems leaf bases often shallowly cordate), abruptly contracted to rounded or mucronate apex; costas 7 including a slender marginal pair, equally spaced, all diverging near the base, or the median 3 united to 1.3 cm above the base, highly ridged on lower surface with sharp edge, lateral veinlets slender and not pronounced, irregularly divided, forming rather obscure and rough reticulations; petioles 16–30 mm long, triangular, bent upward above the middle, sheathing to 10–13 mm from base; wings ca 1 mm wide, membranous, pointed at apex; tendrils up to 16 cm long. Umbels 1 to 3 on a rather short common axis 1.5–4 cm long, either sex 12-to 40-flowered; prophylls broadly ovate, suddenly acuminate at apex, 4–6 mm long; peduncles of umbels patent, 1.3–3 cm long; bracts broadly ovate, 3 mm long; pistillate receptacles 7 mm across; umbel rays 1–2 cm long. Staminate perianth 5–6 mm long, oblong in mature bud; outer tepals oblong, obtuse at apex, 1.5 mm wide, inner ones linear, 0.8 mm wide, both reflexed at anthesis. Anthers linear-oblong, 1.3 mm long on 7 mm long exserted filament. Pistillate perianth 4–5 mm long; tepals linear-oblong, ca 1 mm wide. Ovary ovoid; staminodes 3, needle-like. Berries globose to ellipsoid-globose, 9–12 mm in diameter, 1-or 2-seeded, maturing dark red.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001073236,Forest Herbarium,All rights reserved,"Smilax ovalifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 215. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00383
wfo-0001073236,ecology,EN,"Relatively common in tropical evergreen and lower montane forests from low country up to 1,500 m above sea level.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001073236,Forest Herbarium,All rights reserved,"Smilax ovalifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 215. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00383
wfo-0001073236,distribution,EN,"Throughout India (type), Upper Burma, Thailand, Indo-China and Hainan.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0001073236,Forest Herbarium,All rights reserved,"Smilax ovalifolia. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 215. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00383
wfo-0000741873,general,EN,"Large climber; stems 1–8 m long, terete or obtusely angular, internodes 8–25 cm long, 3–12 mm thick, smooth or with sparse divergent to recurved prickles 2–3 mm long; branches 25–50 cm long, straightish, internodes 2–10 cm long, 1–3 mm thick, smooth, or sometimes loosely prickly. Leaves highly variable in form and size; blades basically ovate to ovate-oval, sometimes elliptic or narrowly so, or ovate-elliptic, rarely broadly elliptic, 7–18 cm long, 2.5–13 cm wide, the base subabruptly contracted or rounded, at times subacute, or rarely shallowly emarginate, gradually or subabruptly tapering from below the middle to acute apex, coriaceous, more or less glaucous; costas 5 or 7 including a weak marginal pair, the median 3 connate for 5–13 mm j above base, thick and highly raised on lower surface, shallowly impressed on upper surface, lateral veinlets patent, straightish or incurved, reticulations rather not elongate, prominent on lower surface; petioles 1.5–4(–6) cm long, 3-angular with subacute abaxial angle, sheathing for 0.8–4 cm; wings broadly ovate, 1.5–2.5 cm long, 0.7–1.2 cm wide, gradually tapering above to subacute apex, the cordate base deeply clasping the node; wings of stem leaves much larger, up to 6 cm long and 2.7 cm wide; tendrils 7–20 cm long. Inflorescences borne on lower and middle part of branches, mostly 1- to 3-umbellate, but in staminate ones occasionally up to 15-umbellate with some umbels 2- to 4-nate at 4 to 6 nodes; common axis usually 1–3 cm long, rarely up to 15 cm long in staminate inflorescences; prophylls ovate, acute, 0.8–1 cm long; peduncles 2–5 cm long, rigid. Umbels of both sexes 3–5 cm across, densely 20- to 70-flower-ed: receptacles ellipsoid, 4–5 mm by 3–4 mm; rays 7–15 mm long, slender. Staminate perianth 5.5–6.2 mm long, strongly recurved at anthesis; outer tepals oblong, obtuse, 1–1.2 mm wide, inner ones linear 0.3 mm wide; filaments 6 mm long; anthers elliptic-oblong, 1.2 mm long, white. Pistillate perianth patent at anthesis, 4–5 mm long; tepals lance-ovate, gradually narrowed to subacute apex, outer ones 1.2 mm wide, inner ones 0.5 mm wide; ovary ellipsoid, 2.2–2.5 mm long, 1 mm across, tapering at both ends; stigmas erect, 1–1.25 mm long; staminodes 3, needle-like, 1.8–2.1 mm long. Berries 1–1.2 cm in diameter, maturing red, 1- or 2-seeded; seeds obovate-orbicular, thickly lenticular, ca 5 mm long and as wide, deep red.",T. Koyama,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000741873,Forest Herbarium,All rights reserved,"Smilax perfoliata. Flora of Thailand. Vol. 2. Part 3, 1975. Pg. 229. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00398
