WFOID	title	identifier	rights	license	format	source	audience	creator	created	modified	contributor	publisher	description	locality	subject	rightsHolder	latitude	longitude	references
wfo-0000647787	Dimocarpus longan. Drawing	img-THA-0000647787.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 10c–e						https://botany.dnp.go.th/image/flora/7/SAPI_figure10.jpg
wfo-0000943499	Dimorphocalyx malayanus. Drawing	img-THA-0000943499.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/8/EUPH_Fig50.jpg
wfo-0000943501	Dimorphocalyx muricatus. Drawing	img-THA-0000943501.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Chayamarit & P.C. van Welzen	Forest Herbarium	Figure 51						https://botany.dnp.go.th/image/flora/8/EUPH_Fig51.jpg
wfo-0000648506	Diospyros apiculata. Drawing	img-THA-0000648506.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 51						https://botany.dnp.go.th/image/flora/2/EBEN_Fig51.jpg
wfo-0000648509	Diospyros areolata. Drawing	img-THA-0000648509.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 26						https://botany.dnp.go.th/image/flora/2/EBEN_Fig26.jpg
wfo-0000648546	Diospyros bambuseti. Drawing	img-THA-0000648546.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 1						https://botany.dnp.go.th/image/flora/2/EBEN_Fig1.jpg
wfo-0000648560	Diospyros bejaudii. Drawing	img-THA-0000648560.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 53						https://botany.dnp.go.th/image/flora/2/EBEN_Fig53.jpg
wfo-0000648591	Diospyros borneensis. Drawing	img-THA-0000648591.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 41						https://botany.dnp.go.th/image/flora/2/EBEN_Fig41.jpg
wfo-0000648598	Diospyros brandisiana. Drawing	img-THA-0000648598.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 50						https://botany.dnp.go.th/image/flora/2/EBEN_Fig50.jpg
wfo-0000648612	Diospyros buxifolia. Drawing	img-THA-0000648612.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 10						https://botany.dnp.go.th/image/flora/2/EBEN_Fig10.jpg
wfo-0000648652	Diospyros castanea. Drawing	img-THA-0000648652.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 6						https://botany.dnp.go.th/image/flora/2/EBEN_Fig6.jpg
wfo-0000648659	Diospyros cauliflora. Drawing	img-THA-0000648659.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 25						https://botany.dnp.go.th/image/flora/2/EBEN_Fig25.jpg
wfo-0000648699	Diospyros collinsiae. Drawing	img-THA-0000648699.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 58						https://botany.dnp.go.th/image/flora/2/EBEN_Fig58.jpg
wfo-0000648705	Diospyros confertiflora. Drawing	img-THA-0000648705.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 2						https://botany.dnp.go.th/image/flora/2/EBEN_Fig2.jpg
wfo-0000648745	Diospyros curranii. Drawing	img-THA-0000648745.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 14						https://botany.dnp.go.th/image/flora/2/EBEN_Fig14.jpg
wfo-0000648746	Diospyros curraniopsis. Drawing	img-THA-0000648746.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 11						https://botany.dnp.go.th/image/flora/2/EBEN_Fig11.jpg
wfo-0000648757	Diospyros dasyphylla. Drawing	img-THA-0000648757.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 35						https://botany.dnp.go.th/image/flora/2/EBEN_Fig35.jpg
wfo-0000648759	Diospyros decandra. Drawing	img-THA-0000648759.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 20						https://botany.dnp.go.th/image/flora/2/EBEN_Fig20.jpg
wfo-0000648772	Diospyros dictyoneura. Drawing	img-THA-0000648772.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/2/EBEN_Fig49.jpg
wfo-0000648774	Diospyros diepenhorstii. Drawing	img-THA-0000648774.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 22						https://botany.dnp.go.th/image/flora/2/EBEN_Fig22.jpg
wfo-0000648792	Diospyros dumetorum. Drawing	img-THA-0000648792.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 28						https://botany.dnp.go.th/image/flora/2/EBEN_Fig28.jpg
wfo-0000648807	Diospyros ehretioides. Drawing	img-THA-0000648807.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 18						https://botany.dnp.go.th/image/flora/2/EBEN_Fig18.jpg
wfo-0000648873	Diospyros ferrea. Drawing	img-THA-0000648873.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 3						https://botany.dnp.go.th/image/flora/2/EBEN_Fig3.jpg
wfo-0000648941	Diospyros filipendula. Drawing	img-THA-0000648941.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 46						https://botany.dnp.go.th/image/flora/2/EBEN_Fig46.jpg
wfo-0000648967	Diospyros frutescens. Drawing	img-THA-0000648967.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 15						https://botany.dnp.go.th/image/flora/2/EBEN_Fig15.jpg
wfo-0000648970	Diospyros fulvopilosa. Drawing	img-THA-0000648970.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 36						https://botany.dnp.go.th/image/flora/2/EBEN_Fig36.jpg
wfo-0000648995	Diospyros glandulosa. Drawing	img-THA-0000648995.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 29						https://botany.dnp.go.th/image/flora/2/EBEN_Fig29.jpg
wfo-0000649022	Diospyros gracilis. Drawing	img-THA-0000649022.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 30						https://botany.dnp.go.th/image/flora/2/EBEN_Fig30.jpg
wfo-0000649048	Diospyros hasseltii. Drawing	img-THA-0000649048.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 38						https://botany.dnp.go.th/image/flora/2/EBEN_Fig38.jpg
wfo-0000649111	Diospyros insidiosa. Drawing	img-THA-0000649111.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 21						https://botany.dnp.go.th/image/flora/2/EBEN_Fig21.jpg
wfo-0000649152	Diospyros kerrii. Drawing	img-THA-0000649152.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 16						https://botany.dnp.go.th/image/flora/2/EBEN_Fig16.jpg
wfo-0000649192	Diospyros lanceifolia. Drawing	img-THA-0000649192.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 34						https://botany.dnp.go.th/image/flora/2/EBEN_Fig34.jpg
wfo-0000649200	Diospyros latisepala. Drawing	img-THA-0000649200.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 44						https://botany.dnp.go.th/image/flora/2/EBEN_Fig44.jpg
wfo-0000649235	Diospyros longipilosa. Drawing	img-THA-0000649235.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 59						https://botany.dnp.go.th/image/flora/2/EBEN_Fig59.jpg
wfo-0000649283	Diospyros malabarica. Drawing	img-THA-0000649283.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 24 b.						https://botany.dnp.go.th/image/flora/2/EBEN_Fig24b.jpg
wfo-0000649309	Diospyros martabanica. Drawing	img-THA-0000649309.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 48						https://botany.dnp.go.th/image/flora/2/EBEN_Fig48.jpg
wfo-0000649357	Diospyros mollis. Drawing	img-THA-0000649357.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 13						https://botany.dnp.go.th/image/flora/2/EBEN_Fig13.jpg
wfo-0000649364	Diospyros montana. Drawing	img-THA-0000649364.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 12						https://botany.dnp.go.th/image/flora/2/EBEN_Fig12.jpg
wfo-0000649430	Diospyros oblonga. Drawing	img-THA-0000649430.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/2/EBEN_Fig32.jpg
wfo-0000649506	Diospyros pendula. Drawing	img-THA-0000649506.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 54						https://botany.dnp.go.th/image/flora/2/EBEN_Fig54.jpg
wfo-0000649540	Diospyros pilosanthera. Drawing	img-THA-0000649540.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 40						https://botany.dnp.go.th/image/flora/2/EBEN_Fig40.jpg
wfo-0000649551	Diospyros pilosula. Drawing	img-THA-0000649551.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 45						https://botany.dnp.go.th/image/flora/2/EBEN_Fig45.jpg
wfo-0000649596	Diospyros pubicalyx. Drawing	img-THA-0000649596.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 33						https://botany.dnp.go.th/image/flora/2/EBEN_Fig33.jpg
wfo-0000649610	Diospyros pyrrhocarpa. Drawing	img-THA-0000649610.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/2/EBEN_Fig31.jpg
wfo-0000649637	Diospyros rhodocalyx. Drawing	img-THA-0000649637.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 27						https://botany.dnp.go.th/image/flora/2/EBEN_Fig27.jpg
wfo-0000649663	Diospyros rubra. Drawing	img-THA-0000649663.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 19						https://botany.dnp.go.th/image/flora/2/EBEN_Fig19.jpg
wfo-0000649725	Diospyros scalariformis. Drawing	img-THA-0000649725.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 57						https://botany.dnp.go.th/image/flora/2/EBEN_Fig57.jpg
wfo-0000649731	Diospyros scortechinii. Drawing	img-THA-0000649731.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 52						https://botany.dnp.go.th/image/flora/2/EBEN_Fig52.jpg
wfo-0000649814	Diospyros sumatrana. Drawing	img-THA-0000649814.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 43						https://botany.dnp.go.th/image/flora/2/EBEN_Fig43.jpg
wfo-0000649824	Diospyros tahanensis. Drawing	img-THA-0000649824.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/2/EBEN_Fig7.jpg
wfo-0000649851	Diospyros thaiensis. Drawing	img-THA-0000649851.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 60						https://botany.dnp.go.th/image/flora/2/EBEN_Fig60.jpg
wfo-0000649864	Diospyros toposia. Drawing	img-THA-0000649864.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 117						https://botany.dnp.go.th/image/flora/2/EBEN_Fig17.jpg
wfo-0000649873	Diospyros transitoria. Drawing	img-THA-0000649873.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 42						https://botany.dnp.go.th/image/flora/2/EBEN_Fig42.jpg
wfo-0000649876	Diospyros trianthos. Drawing	img-THA-0000649876.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 5						https://botany.dnp.go.th/image/flora/2/EBEN_Fig5.jpg
wfo-0000649889	Diospyros truncata. Drawing	img-THA-0000649889.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 37						https://botany.dnp.go.th/image/flora/2/EBEN_Fig37.jpg
wfo-0000649926	Diospyros variegata. Drawing	img-THA-0000649926.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 47						https://botany.dnp.go.th/image/flora/2/EBEN_Fig47.jpg
wfo-0000649937	Diospyros venosa. Drawing	img-THA-0000649937.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 4						https://botany.dnp.go.th/image/flora/2/EBEN_Fig4.jpg
wfo-0000649971	Diospyros wallichii. Drawing	img-THA-0000649971.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 55						https://botany.dnp.go.th/image/flora/2/EBEN_Fig55.jpg
wfo-0000649981	Diospyros winitii. Drawing	img-THA-0000649981.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 23						https://botany.dnp.go.th/image/flora/2/EBEN_Fig23.jpg
wfo-0001114652	Diplazium donianum. Drawing	img-THA-0001114652.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 48						https://botany.dnp.go.th/image/flora/3/PTER_fig48.jpg
wfo-0001118615	Diplazium muricatum. Drawing	img-THA-0001118615.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 48						https://botany.dnp.go.th/image/flora/3/PTER_fig48.jpg
wfo-0000650181	Diplocyclos palmatus. Drawing	img-THA-0000650181.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 7						https://botany.dnp.go.th/image/flora/9/CUCU_Fig7.jpg
wfo-0000650181	Diplocyclos palmatus. Drawing	img-THA-0000650181.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			W.J.J.O. de Wilde & B.E.E. Duyfjes	Forest Herbarium	Figure 8						https://botany.dnp.go.th/image/flora/9/CUCU_Fig8.jpg
wfo-0001115259	Dipteris conjugata. Drawing	img-THA-0001115259.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/3/PTER_fig49.jpg
wfo-0000159421	Dissochaeta monticola. Drawing	img-THA-0000159421.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 27						https://botany.dnp.go.th/image/flora/7/MELA_Fig27.jpg
wfo-0000159433	Dissochaeta reformata. Drawing	img-THA-0000159433.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 28						https://botany.dnp.go.th/image/flora/7/MELA_Fig28.jpg
wfo-0000158397	Dissochaeta stipularis. Drawing	img-THA-0000158397.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"S.S. Renner, G. Clausing, N. Cellinese, K.Meyer"	Forest Herbarium	Figure 29						https://botany.dnp.go.th/image/flora/7/MELA_Fig29.jpg
wfo-0000652410	Distylium annamicum. Drawing	img-THA-0000652410.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 20						https://botany.dnp.go.th/image/flora/7/HAMA_Fig20.jpg
wfo-0000652423	Distylium indicum. Drawing	img-THA-0000652423.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			C. Phengklai	Forest Herbarium	Figure 21						https://botany.dnp.go.th/image/flora/7/HAMA_Fig21.jpg
wfo-0000653170	Dodonaea viscosa. Drawing	img-THA-0000653170.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 3d						https://botany.dnp.go.th/image/flora/7/SAPI_figure3.jpg
wfo-0000653170	Dodonaea viscosa. Drawing	img-THA-0000653170.2	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 11a						https://botany.dnp.go.th/image/flora/7/SAPI_figure11.jpg
wfo-0000653170	Dodonaea viscosa. Drawing	img-THA-0000653170.3	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P.C. van Welzen	Forest Herbarium	Figure 11b						https://botany.dnp.go.th/image/flora/7/SAPI_figure11.jpg
wfo-0000782255	Dolichandrone columnaris. Drawing	img-THA-0000782255.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			T. Santisuk	Forest Herbarium	Figure 22						https://botany.dnp.go.th/image/flora/5/BIGNO_Fig22.jpg
wfo-0000398239	Donax canniformis. Drawing	img-THA-0000398239.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			P. Suksathan & F. Borchsenius	Forest Herbarium	Figure 2: A–D						https://botany.dnp.go.th/image/flora/9/MARA_Fig2.jpg
wfo-0000945853	Drosera burmannii. Drawing	img-THA-0000945853.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 24						https://botany.dnp.go.th/image/flora/5/DROS_Fig24.jpg
wfo-0000945969	Drosera indica. Drawing	img-THA-0000945969.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 24						https://botany.dnp.go.th/image/flora/5/DROS_Fig24.jpg
wfo-0000657258	Drymaria diandra . Drawing	img-THA-0000657258.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			K. Larsen	Forest Herbarium	Figure 92						https://botany.dnp.go.th/image/flora/5/CARY_Fig92.jpg
wfo-0001116308	Drymoglossum piloselloides. Drawing	img-THA-0001116308.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 49						https://botany.dnp.go.th/image/flora/3/PTER_fig49.jpg
wfo-0000748043	Drynaria fortunei. Drawing	img-THA-0000748043.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 55						https://botany.dnp.go.th/image/flora/3/PTER_fig55.jpg
wfo-0001230328	Drynaria parishii. Drawing	img-THA-0001230328.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 55						https://botany.dnp.go.th/image/flora/3/PTER_fig55.jpg
wfo-0001115265	Dryopteris cochleata. Drawing	img-THA-0001115265.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/3/PTER_fig31.jpg
wfo-0001116951	Dryopteris gymnophylla. Drawing	img-THA-0001116951.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 32						https://botany.dnp.go.th/image/flora/3/PTER_fig32.jpg
wfo-0001116277	Dryopteris hirtipes. Drawing	img-THA-0001116277.1	Forest Herbarium	All rights reserved	jpg	Flora of Thailand		Rachun Pooma			"M. Tagawa, K. Iwatsuki"	Forest Herbarium	Figure 31						https://botany.dnp.go.th/image/flora/3/PTER_fig31.jpg
